INDICATORS;PRCCODE;PRCCODE_LABEL;DECL;PERIOD;Value;Flag and Footnotes
QNTUNIT;24201400;Tubes et tuyaux de section autre que circulaire et profilés creux sans soudure, en acier;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24202110;Tubes et tuyaux des types utilisés pour oléoducs ou gazoducs, de diamètre extérieur > 406,4 mm, soudés longitudinalement, en acier;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24202150;Tubes et tuyaux des types utilisés pour oléoducs ou gazoducs, de diamètre extérieur > 406,4 mm, soudés autrement que longitudinalement, en acier;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24202200;Tubes et tuyaux de cuvelage des types utilisés pour l'extraction du pétrole ou du gaz, soudés, de diamètre extérieur > 406,4 mm, en acier;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24202300;Tubes et tuyaux, de section circulaire soudés, de diamètre extérieur > 406,4 mm, en acier (à l'exclusion des tubes et tuyaux des types utilisés pour oléoducs ou gazoducs et des tubes et tuyaux de cuvelage des types utilisés pour l'extraction du pétrole ou du gaz);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24202400;Autres tubes et tuyaux, de section circulaire, rivés par exemple, de diamètre extérieur > 406,4 mm, en acier (à l'exclusion des tubes et tuyaux des types utilisés pour oléoducs ou gazoducs et des tubes et tuyaux de cuvelage des types utilisés pour l'extraction du pétrole ou du gaz);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203110;Tubes et tuyaux des types utilisés pour oléoducs ou gazoducs, soudés longitudinalement ou hélicoïdalement, d'un diamètre extérieur <= 406,4 mm, en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203150;Tubes et tuyaux des types utilisés pour oléoducs ou gazoducs, soudés longitudinalement ou hélicoïdalement, d'un diamètre extérieur <= 406,4 mm, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203210;Tubes et tuyaux de cuvelage ou de production et tiges de forage des types utilisés pour l'extraction du pétrole ou du gaz, soudés, en acier inoxydable, d'un diamètre extérieur <= 406,4 mm, en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203250;Tubes et tuyaux de cuvelage ou de production et tiges de forage des types utilisés pour l'extraction du pétrole ou du gaz, soudés, en acier inoxydable, d'un diamètre extérieur <= 406,4 mm, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203310;Tubes et tuyaux, de section circulaire, soudés, d'un diamètre extérieur <= 406,4 mm, en acier inoxydable (à l'exclusion des tubes et tuyaux des types utilisés pour oléoducs ou gazoducs et des tubes et tuyaux de cuvelage des types utilisés pour l'extraction du pétrole ou du gaz);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203340;Tubes et tuyaux de précision, de section circulaire, soudés, d'un diamètre extérieur <= 406,4 mm, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203370;Tubes et tuyaux, de section circulaire, formés à chaud et soudés, d'un diamètre extérieur <= 406,4 mm, en aciers autres qu'inoxydable (à l'exclusion des tubes et tuyaux de précision);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203410;Tubes et tuyaux, de section autre que circulaire, formés à chaud ou à froid et soudés, en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203430;Tubes et tuyaux, de section carrée ou rectangulaire, formés à chaud ou à froid et soudés, d'une épaisseur de paroi <= 2 mm, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203450;Tubes et tuyaux, de section carrée ou rectangulaire, formés à chaud ou à froid et soudés, d'une épaisseur de paroi > 2 mm, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203470;Tubes et tuyaux, de section non circulaire autre que carrée ou rectangulaire, formés à chaud ou à froid et soudés, en aciers autres qu'inoxydables;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24203500;Autres tubes et tuyaux en acier, rivés, agrafés ou à bords simplement rapprochés (à l'exclusion des tubes et tuyaux des types utilisés pour oléoducs ou gazoducs et des tubes et tuyaux de cuvelage des types utilisés pour l'extraction du pétrole ou du gaz);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24204010;Brides en acier, non moulées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24204030;Coudes, courbes, raccords, manchons et autres accessoires de tuyauterie en acier, filetés, non moulés;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24204050;Coudes, courbes, raccords, manchons et autres accessoires de tuyauterie en acier, soudés après emboîtement ou emmanchement, non moulés;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24204073;Coudes et courbes en acier, à souder bout à bout, non moulés;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24204075;Accessoires en acier autres que coudes et courbes, à souder bout à bout, non moulés;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311010;Barres en aciers de décolletage non alliés, simplement obtenues ou parachevées à froid;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311020;Barres, en fer ou en aciers non alliés, simplement obtenues ou parachevées à froid, contenant en poids < 0,25 % de carbone, de section carrée ou autre (à l'exclusion des barres de section rectangulaire et des barres en aciers de décolletage);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311030;Barres, en fer ou en aciers non alliés, simplement obtenues ou parachevées à froid, contenant en poids < 0,25 % de carbone, de section rectangulaire (à l'exclusion des barres en aciers de décolletage);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311040;Barres, en fer ou en aciers non alliés, obtenues à froid ou à chaud ou parachevées à froid et ayant subi certaines ouvraisons plus poussées n.c.a. (à l'exclusion des barres forgées et des barres laminées ou filées à chaud, simplement plaquées);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311050;Barres, en fer ou en aciers non alliés, simplement obtenues ou parachevées à froid, contenant en poids >= 0,25 % de carbone (à l'exclusion des barres en aciers de décolletage);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24311060;Profilés en fer ou en aciers non alliés, simplement obtenus ou parachevés à froid (à l'exclusion des profilés obtenus à partir de produits laminés plats et des tôles nervurées);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24312010;"Barres en aciers à coupe rapide, simplement obtenues ou parachevées à froid, même autrement traitées, ou obtenues à chaud et autrement traitées (à l'exclusion des barres forgées, des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées); barres en aciers silicomanganeux, de section carrée ou de section autre que rectangulaire, simplement obtenues ou parachevées à froid, même autrement traitées, ou obtenues à chaud et autrement traitées (à l'exclusion des barres laminées ou filées à chaud, simplement plaquées, des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées)";EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24312020;Barres en aciers à teneur en poids en carbone de 0,9 à 1,15 % et en chrome de 0,5 à 2 %, également à teneur en poids en molybdène <= 0,5 %, simplement obtenues ou parachevées à froid (à l'exclusion des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24312030;Barres en aciers à outils, simplement obtenues ou parachevées à froid (à l'exclusion des demi-produits, des produits laminés plats et des produits laminés à chaud enroulés en spires non rangées);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24312040;Barres et plats en aciers alliés autres qu'inoxydable, finis à froid (à l'exclusion des aciers à coupe rapide, des aciers silicomanganeux, des aciers pour roulements et des aciers pour outillage);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24312050;Profilés en aciers alliés autres qu'inoxydable, finis ou formés à froid;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24313000;Barres étirées à froid et profilés pleins en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321011;Feuillards laminés à froid en aciers non alliés, contenant en poids < 0,25 % de carbone, largeur < 600 mm, autres que magnétiques;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321012;Feuillards laminés à froid en aciers non alliés, contenant en poids >=  0,25 % mais < 0,6 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321014;Feuillards laminés à froid en aciers non alliés, contenant en poids >= 0,6 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321016;Feuillards laminés à froid en aciers alliés autres qu'inoxydable et magnétiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321018;Feuillards laminés à froid en acier inoxydable (à l'exclusion des feuillards magnétiques isolés, ondulés, des feuillards dentelés ou biseautés), d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321022;Bandes laminées à froid refendues en aciers non alliés et en aciers alliés autres qu'inoxydable et magnétiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321025;Produits laminés plats dits «magnétiques» en fer ou en aciers non alliés, simplement laminés à froid, non plaqués ni revêtus, contenant en poids < 0,25 % de carbone, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321028;Bandes laminées à froid refendues en acier inoxydable, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321030;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et zingués électrolytiquement, d'une largeur < 600 mm (à l'exclusion des produits en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321040;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et zingués, d'une largeur < 600 mm (à l'exclusion des produits zingués électrolytiquement, en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24321050;Produits laminés plats en aciers alliés autres qu'inoxydable, laminés à chaud ou à froid et autrement traités, d'une largeur < 600 mm (à l'exclusion des produits zingués, en aciers à coupe rapide ou en aciers au silicium dits «magnétiques»);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;243210Z1;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés et en aciers alliés autres qu'inoxydables, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;243210Z2;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers inoxydables (à l'exclusion des feuillards magnétiques isolés, ondulés, feuillards dentelés ou biseautés), d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322010;Feuillards laminés à froid en aciers non alliés, revêtus, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322020;Feuillards laminés à froid en aciers non alliés, revêtus de métal par trempe à chaud ou par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322030;Feuillards laminés à froid en aciers non alliés, revêtus de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322040;Bandes laminées à froid en aciers non alliés, refendues, revêtues de métal par trempe à chaud, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322050;Bandes laminées à froid en aciers non alliés, refendues, revêtues de métal par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24322060;Bandes laminées à froid en aciers non alliés, refendues, revêtues de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;243220Z1;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés, revêtus de métal par trempe à chaud ou par électrolyse, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;243220Z2;Feuillards laminés à froid et bandes laminées à froid refendues, en aciers non alliés revêtus de matières organiques, d'une largeur < 600 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24331110;Profilés formés à froid à partir de produits plats, en aciers non alliés, non revêtus;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24331130;Profilés formés à froid à partir de produits plats, en aciers non alliés, zingués;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24331150;Profilés en fer ou en aciers non alliés, obtenus ou parachevés à froid et ayant subi certaines ouvraisons plus poussées ou forgés ou autrement obtenus à chaud et ayant subi certaines ouvraisons plus poussées, n.c.a. (à l'exclusion de ceux obtenus à partir de produits laminés plats);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24331200;Profilés formés à froid à partir de produits plats, en acier inoxydable;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24332000;Tôles nervurées à froid, en aciers non alliés;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24333000;Panneaux multiplis constitués uniquement ou principalement de deux parements en tôles nervurées en fer ou en aciers et d'une âme isolante (à l'exclusion des constructions préfabriquées);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24341130;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone < 0,25 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24341150;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone >= 0,25 % mais < 0,6 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24341170;Fils en fer ou en aciers non alliés, y compris torsadés, d'une teneur en poids en carbone >= 0,6 % (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24341200;Fils en acier inoxydable (à l'exclusion des fils stériles très fins utilisés en chirurgie);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24341300;Fils en aciers alliés autres qu'inoxydable (à l'exclusion des fils multibrins, des fils barbelés utilisés comme clôture, des fils duplex, des fils en dents de scie et des fils isolés pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24411030;Argent, y compris l'argent doré ou vermeil et l'argent platiné, sous formes brutes ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24411050;Argent, y compris l'argent doré ou vermeil et l'argent platiné, sous formes mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24412030;Or, y compris l'or platiné, sous formes brutes ou en poudre, à usage non monétaire;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24412035;Or, y compris l'or platiné, en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24412040;Or, y compris l'or platiné, brut ou mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24412050;Or, y compris l'or platiné, sous formes mi-ouvrées, à usage non monétaire (à l'exclusion de l'or;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24412070;Or, y compris l'or platiné, à usage monétaire;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24413010;Platine, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413015;Palladium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413020;Rhodium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413025;Iridium, osmium et ruthénium, brut ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413030;Platine, palladium, rhodium, iridium, osmium et ruthénium, sous formes brutes ou en poudre;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24413040;"Platine en barres, fils et profilés, de section pleine; plaques; feuilles et bandes dont l'épaisseur, support non compris, excède 0,15 mm";EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413045;Platine mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413050;Platine, palladium, rhodium, iridium, osmium et ruthénium, sous formes mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24413055;Palladium mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413060;Rhodium mi-ouvré;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413065;Iridium, osmium et ruthénium mi-ouvrés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24413070;Catalyseurs sous forme de toiles ou de treillis en platine;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24414000;Plaqué ou doublé d'or sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24415030;Plaqué et doublé d'argent sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24415050;Plaqué ou doublé de platine sur métaux communs, sous formes brutes ou mi-ouvrées;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24421130;Aluminium non allié, sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24421153;Aluminium, sous forme brute, alliages primaires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24421154;Aluminium allié, sous forme brute (à l'exclusion des poudres et paillettes d'aluminium);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24421155;Aluminium, sous forme brute, alliages secondaires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24421200;Oxyde d'aluminium (à l'exclusion du corindon artificiel);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422100;Poudres et paillettes d'aluminium (à l'exclusion des produits préparés comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422230;Barres et profilés en aluminium non allié (à l'exclusion des produits préparés en vue de leur utilisation dans la construction);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422250;Barres et profilés en aluminium allié (à l'exclusion des produits préparés en vue de leur utilisation dans la construction);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422330;Fils en aluminium non allié (à l'exclusion des fils et câbles isolés pour l'électricité, des ficelles et cordages renforcés à l'aide de fils d'aluminium et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422350;Fils en aluminium allié (à l'exclusion des fils et câbles isolés pour l'électricité, des ficelles et cordages renforcés à l'aide de fils d'aluminium et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422430;Tôles et bandes en aluminium non allié, d'une épaisseur > 0,2 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422450;Tôles et bandes en alliages d'aluminium, d'une épaisseur > 0,2 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422500;Feuilles et bandes minces, aluminium, d'une épaisseur <= 0,2 mm (à l'exclusion de tout support);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422630;Tubes et tuyaux en aluminium non allié (à l'exclusion des profilés creux, des accessoires de tuyauterie, des tuyaux flexibles et des tubes et tuyaux préparés en vue de leur utilisation dans la construction, dans des parties de machines ou d'appareils, dans des véhicules et similaires);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422650;Tubes et tuyaux en alliages d'aluminium (à l'exclusion des profilés creux, des accessoires de tuyauterie, des tuyaux flexibles et des tubes et tuyaux préparés en vue de leur utilisation dans la construction, dans des parties de machines ou d'appareils, dans des véhicules et similaires);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24422670;Accessoires de tuyauterie (raccords, coudes, manchons, etc.) en aluminium (à l'exclusion des robinets, clapets et valves, supports, articles de boulonnerie et colliers);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431130;Plomb affiné sous forme brute (à l'exclusion des poudres et paillettes de plomb);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431150;Plomb sous forme brute contenant de l'antimoine (à l'exclusion des poudres et paillettes de plomb);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431190;Plomb sous forme brute (à l'exclusion des poudres et paillettes de plomb, du plomb contenant de l'antimoine et du plomb affiné);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431230;Zinc non allié sous forme brute (à l'exclusion de la poussière, des poudres et des paillettes de zinc);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431250;Alliages de zinc sous forme brute (à l'exclusion de la poussière, des poudres et des paillettes de zinc);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431330;Étain non allié sous forme brute (à l'exclusion des poudres et des paillettes d'étain);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24431350;Alliages d'étain sous forme brute (à l'exclusion des poudres et des paillettes d'étain);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24432100;Tables, feuilles, bandes, poudres et paillettes en plomb (à l'exclusion des feuilles isolantes électriques et des poudres et paillettes préparées comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24432200;Poussières, poudres et paillettes de zinc (à l'exclusion des granulés et grenailles en zinc et des poudres et paillettes préparées comme couleurs, peintures, etc.);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24432300;Barres, profilés, fils, tôles, feuilles et bandes en zinc;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24432400;Barres, profilés et fils en étain;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24441100;"Mattes de cuivre; cuivre de cément (précipité de cuivre) (à l'exclusion des poudres de cuivre)";EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24441200;"Cuivre non affiné, y compris le cuivre blister; anodes en cuivre pour affinage électrolytique (à l'exclusion du cuivre électrolytique et des anodes pour placage)";EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24441330;Cuivre affiné non allié sous forme brute (à l'exclusion des produits frittés laminés, filés ou forgés);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24441370;"Alliages de cuivre affiné sous forme brute (à l'exclusion des produits frittés laminés, filés ou forgés); alliages mères de cuivre, y compris ceux ne se prêtant généralement pas à la déformation plastique (à l'exclusion des combinaisons cuivre-phosphore [phosphore de cuivre] à teneur en poids en phosphore > 15 %)";EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442100;Poudres et paillettes de cuivre (à l'exclusion du cuivre de cément, des poudres et paillettes utilisées dans la préparation de peintures comme l'or et le bronze [composés chimiques] et des billettes de cuivre affiné);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442200;Barres, profilés et profilés creux en cuivre et en alliages de cuivre (à l'exclusion des produits obtenus par moulage ou frittage et du fil-machine en bobines);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442330;Fils en cuivre affiné, en alliages de cuivre, dont la plus grande dimension de la coupe transversale excède > 6 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442350;Fils en cuivre affiné, dont la plus grande dimension de la coupe transversale <= 6 mm mais > 0,5 mm (à l'exclusion des ficelles et cordages renforcés à l'aide de fils et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442370;Fils en cuivre affiné, dont la plus grande dimension de la coupe transversale <= 0,5 mm (à l'exclusion des ficelles et cordages renforcés à l'aide de fils et des fils et câbles multibrins);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442400;Tôles et bandes en cuivre et en alliages de cuivre, d'une épaisseur > 0,15 mm (à l'exclusion du cuivre métallique déployé et des bandes isolées pour l'électricité);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442500;Feuilles et bandes minces en cuivre, sans support, d'une épaisseur <= 0,15 mm;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442630;Tubes et tuyaux en cuivre;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24442650;Accessoires de tuyauterie en cuivre;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24451100;Nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24451110;Nickel, non allié, sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24451120;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24451200;Mattes de nickel, sinters d'oxydes de nickel et autres produits intermédiaires de la métallurgie du nickel, y compris les oxydes de nickel impurs, le speiss de nickel et le ferro-nickel impur;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24451210;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24451220;Alliages de nickel sous forme brute;EU27TOTALS_2020;Jan.-Dec. 2017;:;
QNTUNIT;24452100;Poudres et paillettes de nickel (à l'exclusion des sinters d'oxydes de nickel);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24452200;Barres, profilés et fils en nickel et en alliages de nickel (à l'exclusion des produits préparés en vue de leur utilisation dans la construction, des barres et fils isolés pour l'électricité et des fils émaillés);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24452300;Tôles, bandes et feuilles en nickel et en alliages de nickel (à l'exclusion des produits déployés);EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24452400;Tubes, tuyaux et accessoires de tuyauterie en nickel;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24453013;Tungstène (wolfram) et ouvrages en tungstène (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24453017;Molybdène et ouvrages en molybdène (à l'exclusion des déchets et débris) n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;kg;
QNTUNIT;24453020;"Tantale brut, y compris les barres de tantale obtenues simplement par frittage; poudre de tantale";EU27TOTALS_2020;Jan.-Dec. 2017;:;
